,in Water Level,°F Water Temperature,mS/cm EC, Sensor Metadata
2019-05-15 14:00:00,2.48031,66.2,2.07014134879,0.0
2019-05-15 14:15:00,2.44094,66.254,2.06538015581,0.0
2019-05-15 14:30:00,2.44094,66.434,2.06538015581,0.0
2019-05-15 14:45:00,2.44094,66.506,2.06538015581,0.0
2019-05-15 15:00:00,2.40157,66.38,2.06538015581,0.0
2019-05-15 15:15:00,2.44094,66.38,2.07014134879,0.0
2019-05-15 15:30:00,2.48031,66.398,2.07491351745,0.0
2019-05-15 15:45:00,2.44094,66.47,2.06538015581,0.0
2019-05-15 16:00:00,2.44094,66.38,2.06538015581,0.0
2019-05-15 16:15:00,2.44094,66.38,2.07014134879,0.0
2019-05-15 16:30:00,2.44094,66.416,2.06062991327,0.0
2019-05-15 16:45:00,2.44094,66.47,2.05589059598,0.0
2019-05-15 17:00:00,2.44094,66.506,2.06538015581,0.0
2019-05-15 17:15:00,2.44094,66.344,2.07491351745,0.0
2019-05-15 17:30:00,2.44094,66.182,2.0844908831,0.0
2019-05-15 17:45:00,2.40157,66.02,2.09411245585,0.0
2019-05-15 18:00:00,2.40157,65.93,2.09893988362,0.0
2019-05-15 18:15:00,2.40157,65.84,2.09893988362,0.0
2019-05-15 18:30:00,2.44094,65.678,2.10862814993,0.0
2019-05-15 18:45:00,2.40157,65.57,2.10377843977,0.0
2019-05-15 19:00:00,2.44094,65.48,2.10377843977,0.0
2019-05-15 19:15:00,2.40157,65.48,2.10377843977,0.0
2019-05-15 19:30:00,2.44094,65.48,2.11348903984,0.0
2019-05-15 19:45:00,2.44094,65.48,2.11836113525,0.0
2019-05-15 20:00:00,2.40157,65.48,2.11348903984,0.0
2019-05-15 20:15:00,2.40157,65.48,2.10862814993,0.0
2019-05-15 20:30:00,2.44094,65.408,2.11348903984,0.0
2019-05-15 20:45:00,2.44094,65.318,2.11348903984,0.0
2019-05-15 21:00:00,2.44094,65.3,2.11348903984,0.0
2019-05-15 21:15:00,2.44094,65.3,2.10862814993,0.0
2019-05-15 21:30:00,2.44094,65.138,2.09893988362,0.0
2019-05-15 21:45:00,2.44094,65.048,2.11348903984,0.0
2019-05-15 22:00:00,2.40157,64.94,2.09411245585,0.0
2019-05-15 22:15:00,2.44094,64.94,2.10377843977,0.0
2019-05-15 22:30:00,2.44094,64.94,2.10862814993,0.0
2019-05-15 22:45:00,2.40157,64.94,2.11348903984,0.0
2019-05-15 23:00:00,2.51968,64.94,2.11836113525,0.0
2019-05-15 23:15:00,2.51968,65.102,2.05589059598,0.0
2019-05-15 23:30:00,2.51968,65.156,1.8879913491,0.0
2019-05-15 23:45:00,2.7559,65.3,1.99526231497,0.0
2019-05-16 00:00:00,2.55905,65.48,1.78648757485,0.0
2019-05-16 00:15:00,2.48031,65.282,1.82810021614,0.0
2019-05-16 00:30:00,2.44094,65.12,2.00447202737,0.0
2019-05-16 00:45:00,2.55905,64.994,2.02301917868,0.0
2019-05-16 01:00:00,2.51968,65.066,1.81551566277,0.0
2019-05-16 01:15:00,2.63779,64.958,1.99067333899,0.0
2019-05-16 01:30:00,2.59842,64.994,1.93642196395,0.0
2019-05-16 01:45:00,2.48031,64.796,1.8793168168,0.0
2019-05-16 02:00:00,2.44094,64.58,2.02301917868,0.0
2019-05-16 02:15:00,2.63779,64.598,2.07491351745,0.0
2019-05-16 02:30:00,2.51968,64.814,1.89670592121,0.0
2019-05-16 02:45:00,2.44094,64.544,1.91425592502,0.0
2019-05-16 03:00:00,2.40157,64.328,2.04173794467,0.0
2019-05-16 03:15:00,2.40157,64.166,2.07491351745,0.0
2019-05-16 03:30:00,2.40157,64.04,2.09411245585,0.0
2019-05-16 03:45:00,2.44094,63.986,2.10377843977,0.0
2019-05-16 04:00:00,3.18897,64.382,1.64437172321,0.0
2019-05-16 04:15:00,2.59842,65.066,1.43218789927,0.0
2019-05-16 04:30:00,2.48031,64.616,1.87068214037,0.0
2019-05-16 04:45:00,2.44094,64.166,2.04173794467,0.0
2019-05-16 05:00:00,2.71653,64.13,2.06062991327,0.0
2019-05-16 05:15:00,2.48031,64.382,1.91866874067,0.0
2019-05-16 05:30:00,2.91338,64.382,1.85780445509,0.0
2019-05-16 05:45:00,2.7559,64.634,1.38356637897,0.0
2019-05-16 06:00:00,2.59842,64.094,1.60694125301,0.0
2019-05-16 06:15:00,2.67716,64.094,1.87499450807,0.0
2019-05-16 06:30:00,2.7559,64.274,1.84501541918,0.0
2019-05-16 06:45:00,2.67716,64.652,1.81551566277,0.0
2019-05-16 07:00:00,2.51968,64.49,1.75792361396,0.0
2019-05-16 07:15:00,2.48031,64.238,1.99526231497,0.0
2019-05-16 07:30:00,2.51968,64.22,2.05589059598,0.0
2019-05-16 07:45:00,2.51968,64.076,2.07491351745,0.0
2019-05-16 08:00:00,2.48031,64.04,2.0844908831,0.0
2019-05-16 08:15:00,2.51968,64.04,2.0844908831,0.0
2019-05-16 08:30:00,2.48031,64.04,2.09411245585,0.0
2019-05-16 08:45:00,2.51968,64.04,2.09893988362,0.0
2019-05-16 09:00:00,2.48031,64.04,2.10377843977,0.0
2019-05-16 09:15:00,2.48031,64.04,2.10377843977,0.0
2019-05-16 09:30:00,2.83464,64.058,2.04173794467,0.0
2019-05-16 09:45:00,3.74015,64.886,1.12979591467,0.0
2019-05-16 10:00:00,3.85826,65.57,0.547015962894,0.0
2019-05-16 10:15:00,4.7244,65.66,0.292415237784,0.0
2019-05-16 10:30:00,4.44881,65.714,0.305492111322,0.0
2019-05-16 10:45:00,3.89763,65.84,0.277971326776,0.0
2019-05-16 11:00:00,3.74015,65.93,0.346736850453,0.0
2019-05-16 11:15:00,3.81889,65.84,0.429536426765,0.0
2019-05-16 11:30:00,3.62204,65.84,0.527229861423,0.0
2019-05-16 11:45:00,5.31495,65.804,0.389045144994,0.0
2019-05-16 12:00:00,8.54329,66.272,0.105438689639,0.0
2019-05-16 12:15:00,6.37794,67.442,0.125892541179,0.0
2019-05-16 12:30:00,4.3307,68.45,0.216271852373,0.0
2019-05-16 12:45:00,3.5433,68.9,0.379314984974,0.0
2019-05-16 13:00:00,3.34645,68.702,0.580764417521,0.0
2019-05-16 13:15:00,3.07086,68.288,0.790678628,0.0
2019-05-16 13:30:00,2.87401,68.09,0.963829023624,0.0
2019-05-16 13:45:00,2.63779,67.73,1.27350308102,0.0
2019-05-16 14:00:00,2.51968,67.118,1.65576996347,0.0
2019-05-16 14:15:00,2.51968,66.83,1.89234361864,0.0
2019-05-16 14:30:00,2.48031,66.74,2.00909281261,0.0
2019-05-16 14:45:00,2.48031,66.722,2.08929613085,0.0
2019-05-16 15:00:00,2.44094,66.56,2.13304491315,0.0
2019-05-16 15:15:00,2.40157,66.56,2.14783047413,0.0
2019-05-16 15:30:00,2.40157,66.398,2.16770410482,0.0
2019-05-16 15:45:00,2.40157,66.218,2.17270117886,0.0
2019-05-16 16:00:00,2.40157,66.02,2.17770977235,0.0
2019-05-16 16:15:00,2.3622,66.182,2.17770977235,0.0
2019-05-16 16:30:00,2.3622,66.2,2.18776162395,0.0
2019-05-16 16:45:00,2.3622,66.002,2.19785987278,0.0
2019-05-16 17:00:00,2.3622,65.84,2.20800473302,0.0
2019-05-16 17:15:00,2.40157,65.84,2.2181964198,0.0
2019-05-16 17:30:00,2.40157,65.84,2.23872113857,0.0
2019-05-16 17:45:00,2.3622,65.84,2.24905460584,0.0
2019-05-16 18:00:00,2.3622,65.822,2.26464430759,0.0
2019-05-16 18:15:00,2.3622,65.66,2.280342072,0.0
2019-05-16 18:30:00,2.3622,65.678,2.29086765277,0.0
2019-05-16 18:45:00,2.3622,65.66,2.29614864811,0.0
2019-05-16 19:00:00,2.3622,65.57,2.29614864811,0.0
2019-05-16 19:15:00,2.3622,65.318,2.31206479018,0.0
2019-05-16 19:30:00,2.32283,65.264,2.31739464997,0.0
2019-05-16 19:45:00,2.32283,65.066,2.31739464997,0.0
2019-05-16 20:00:00,2.32283,64.868,2.32273679636,0.0
2019-05-16 20:15:00,2.32283,64.76,2.32809125767,0.0
2019-05-16 20:30:00,2.32283,64.58,2.32809125767,0.0
2019-05-16 20:45:00,2.32283,64.454,2.33345806228,0.0
2019-05-16 21:00:00,2.32283,64.346,2.33345806228,0.0
2019-05-16 21:15:00,2.32283,64.22,2.32809125767,0.0
2019-05-16 21:30:00,2.32283,64.112,2.33345806228,0.0
2019-05-16 21:45:00,2.32283,64.04,2.33883723866,0.0
2019-05-16 22:00:00,2.32283,64.04,2.33345806228,0.0
2019-05-16 22:15:00,2.32283,63.95,2.33345806228,0.0
2019-05-16 22:30:00,2.32283,63.86,2.32809125767,0.0
2019-05-16 22:45:00,2.28346,63.698,2.32809125767,0.0
2019-05-16 23:00:00,2.28346,63.662,2.32809125767,0.0
2019-05-16 23:15:00,2.28346,63.5,2.32809125767,0.0
2019-05-16 23:30:00,2.28346,63.5,2.32809125767,0.0
2019-05-16 23:45:00,2.51968,63.608,2.24905460584,0.0
2019-05-17 00:00:00,2.3622,63.86,1.98609491736,0.0
2019-05-17 00:15:00,2.32283,63.734,2.19785987278,0.0
2019-05-17 00:30:00,2.32283,63.68,2.30144181741,0.0
2019-05-17 00:45:00,2.32283,63.608,2.32273679636,0.0
2019-05-17 01:00:00,2.28346,63.428,2.33345806228,0.0
2019-05-17 01:15:00,2.28346,63.32,2.33883723866,0.0
2019-05-17 01:30:00,2.28346,63.248,2.33883723866,0.0
2019-05-17 01:45:00,2.28346,63.122,2.33345806228,0.0
2019-05-17 02:00:00,2.28346,62.96,2.32273679636,0.0
2019-05-17 02:15:00,2.51968,63.014,2.31739464997,0.0
2019-05-17 02:30:00,2.3622,63.266,1.80301774086,0.0
2019-05-17 02:45:00,2.32283,62.87,2.14783047413,0.0
2019-05-17 03:00:00,2.32283,62.78,2.25943577022,0.0
2019-05-17 03:15:00,2.32283,62.78,2.28559880338,0.0
2019-05-17 03:30:00,2.32283,62.852,2.30144181741,0.0
2019-05-17 03:45:00,2.32283,62.96,2.30674718872,0.0
2019-05-17 04:00:00,2.99212,63.482,1.80717412601,0.0
2019-05-17 04:15:00,2.48031,63.932,1.52054752973,0.0
2019-05-17 04:30:00,2.32283,63.41,2.0796966871,0.0
2019-05-17 04:45:00,2.44094,63.032,2.26986485188,0.0
2019-05-17 05:00:00,2.63779,63.158,2.21309470961,0.0
2019-05-17 05:15:00,2.40157,62.978,1.82389570232,0.0
2019-05-17 05:30:00,2.67716,62.762,2.11348903984,0.0
2019-05-17 05:45:00,2.7559,63.464,1.77827941004,0.0
2019-05-17 06:00:00,2.63779,62.87,1.82389570232,0.0
2019-05-17 06:15:00,2.71653,63.158,1.96336027684,0.0
2019-05-17 06:30:00,2.7559,63.212,1.92309172891,0.0
2019-05-17 06:45:00,2.67716,63.536,1.84077200147,0.0
2019-05-17 07:00:00,2.63779,63.194,1.91866874067,0.0
2019-05-17 07:15:00,2.63779,63.248,2.17770977235,0.0
2019-05-17 07:30:00,2.55905,63.32,2.05116217883,0.0
2019-05-17 07:45:00,2.55905,63.32,2.14783047413,0.0
2019-05-17 08:00:00,2.51968,63.32,2.25423921215,0.0
2019-05-17 08:15:00,2.51968,63.32,2.30674718872,0.0
2019-05-17 08:30:00,2.51968,63.32,2.33345806228,0.0
2019-05-17 08:45:00,2.51968,63.374,2.34963282085,0.0
2019-05-17 09:00:00,2.55905,63.5,2.34963282085,0.0
2019-05-17 09:15:00,2.55905,63.554,2.34963282085,0.0
2019-05-17 09:30:00,2.55905,63.68,2.34422881532,0.0
2019-05-17 09:45:00,2.55905,63.77,2.34963282085,0.0
2019-05-17 10:00:00,2.55905,63.986,2.34422881532,0.0
2019-05-17 10:15:00,2.55905,64.202,2.33883723866,0.0
2019-05-17 10:30:00,2.51968,64.22,2.33345806228,0.0
2019-05-17 10:45:00,2.51968,64.184,2.33345806228,0.0
2019-05-17 11:00:00,2.51968,64.04,2.31739464997,0.0
2019-05-17 11:15:00,2.55905,64.166,2.31206479018,0.0
2019-05-17 11:30:00,2.55905,64.31,2.33345806228,0.0
2019-05-17 11:45:00,2.55905,64.634,2.33883723866,0.0
2019-05-17 12:00:00,2.55905,64.922,2.33345806228,0.0
2019-05-17 12:15:00,2.55905,64.94,2.33883723866,0.0
2019-05-17 12:30:00,2.51968,64.886,2.32809125767,0.0
2019-05-17 12:45:00,2.48031,64.76,2.34422881532,0.0
2019-05-17 13:00:00,2.51968,64.85,2.34963282085,0.0
2019-05-17 13:15:00,2.51968,64.868,2.3550492839,0.0
2019-05-17 13:30:00,2.51968,64.94,2.34963282085,0.0
2019-05-17 13:45:00,2.51968,65.03,2.3550492839,0.0
2019-05-17 14:00:00,2.51968,65.12,2.36047823318,0.0
2019-05-17 14:15:00,2.51968,65.3,2.36047823318,0.0
2019-05-17 14:30:00,2.48031,65.12,2.36591969749,0.0
2019-05-17 14:45:00,2.51968,65.12,2.36591969749,0.0
2019-05-17 15:00:00,2.55905,65.12,2.36047823318,0.0
2019-05-17 15:15:00,2.51968,65.174,2.36591969749,0.0
2019-05-17 15:30:00,2.55905,65.318,2.36047823318,0.0
2019-05-17 15:45:00,2.51968,65.462,2.3550492839,0.0
2019-05-17 16:00:00,2.48031,65.354,2.3550492839,0.0
2019-05-17 16:15:00,2.51968,65.246,2.3550492839,0.0
2019-05-17 16:30:00,2.51968,65.03,2.34963282085,0.0
2019-05-17 16:45:00,2.55905,65.048,2.31206479018,0.0
2019-05-17 17:00:00,2.51968,65.246,2.22843514927,0.0
2019-05-17 17:15:00,2.51968,65.462,2.27509743077,0.0
2019-05-17 17:30:00,2.51968,65.48,2.30674718872,0.0
2019-05-17 17:45:00,2.48031,65.318,2.33345806228,0.0
2019-05-17 18:00:00,2.48031,65.174,2.34422881532,0.0
2019-05-17 18:15:00,2.48031,64.94,2.34963282085,0.0
2019-05-17 18:30:00,2.48031,64.94,2.34963282085,0.0
2019-05-17 18:45:00,2.48031,64.706,2.36047823318,0.0
2019-05-17 19:00:00,2.48031,64.49,2.37137370566,0.0
2019-05-17 19:15:00,2.44094,64.4,2.38231946936,0.0
2019-05-17 19:30:00,2.48031,64.238,2.37684028662,0.0
2019-05-17 19:45:00,2.48031,64.184,2.37137370566,0.0
2019-05-17 20:00:00,2.44094,64.04,2.36591969749,0.0
2019-05-17 20:15:00,2.44094,63.95,2.37137370566,0.0
2019-05-17 20:30:00,2.44094,63.86,2.37684028662,0.0
2019-05-17 20:45:00,2.44094,63.68,2.37684028662,0.0
2019-05-17 21:00:00,2.44094,63.59,2.38231946936,0.0
2019-05-17 21:15:00,2.44094,63.5,2.38231946936,0.0
2019-05-17 21:30:00,2.40157,63.338,2.38781128291,0.0
2019-05-17 21:45:00,2.40157,63.32,2.38781128291,0.0
2019-05-17 22:00:00,2.40157,63.32,2.36591969749,0.0
2019-05-17 22:15:00,2.40157,63.32,2.32809125767,0.0
2019-05-17 22:30:00,2.3622,63.23,2.32273679636,0.0
2019-05-17 22:45:00,2.3622,63.104,2.37137370566,0.0
2019-05-17 23:00:00,2.32283,62.96,2.38231946936,0.0
2019-05-17 23:15:00,2.48031,62.87,2.38231946936,0.0
2019-05-17 23:30:00,2.59842,62.978,2.29086765277,0.0
2019-05-17 23:45:00,2.95275,63.626,1.8879913491,0.0
2019-05-18 00:00:00,2.55905,63.77,1.66341265037,0.0
2019-05-18 00:15:00,2.44094,63.32,1.84501541918,0.0
2019-05-18 00:30:00,2.44094,63.032,2.15774440915,0.0
2019-05-18 00:45:00,2.44094,62.852,2.19785987278,0.0
2019-05-18 01:00:00,2.48031,62.78,2.17270117886,0.0
2019-05-18 01:15:00,2.55905,62.654,2.19280493535,0.0
2019-05-18 01:30:00,2.48031,62.816,2.23357222283,0.0
2019-05-18 01:45:00,2.3622,62.618,2.09893988362,0.0
2019-05-18 02:00:00,2.3622,62.258,2.27509743077,0.0
2019-05-18 02:15:00,2.40157,62.042,2.34963282085,0.0
2019-05-18 02:30:00,2.40157,61.88,2.36591969749,0.0
2019-05-18 02:45:00,2.40157,61.79,2.37684028662,0.0
2019-05-18 03:00:00,2.3622,61.7,2.38231946936,0.0
2019-05-18 03:15:00,2.40157,61.574,2.38231946936,0.0
2019-05-18 03:30:00,2.40157,61.52,2.38231946936,0.0
2019-05-18 03:45:00,2.40157,61.502,2.38231946936,0.0
2019-05-18 04:00:00,2.40157,61.34,2.39331575641,0.0
2019-05-18 04:15:00,2.3622,61.304,2.38231946936,0.0
2019-05-18 04:30:00,2.32283,61.16,2.38781128291,0.0
2019-05-18 04:45:00,2.28346,61.088,2.38231946936,0.0
2019-05-18 05:00:00,2.32283,60.926,2.38231946936,0.0
2019-05-18 05:15:00,2.28346,60.8,2.38781128291,0.0
2019-05-18 05:30:00,2.28346,60.8,2.39331575641,0.0
2019-05-18 05:45:00,2.28346,60.8,2.38781128291,0.0
2019-05-18 06:00:00,2.32283,60.8,2.38781128291,0.0
2019-05-18 06:15:00,2.32283,60.728,2.39331575641,0.0
2019-05-18 06:30:00,2.28346,60.638,2.39331575641,0.0
2019-05-18 06:45:00,2.28346,60.8,2.38781128291,0.0
2019-05-18 07:00:00,2.28346,60.89,2.39883291902,0.0
2019-05-18 07:15:00,2.32283,61.106,2.39331575641,0.0
2019-05-18 07:30:00,2.28346,61.322,2.39331575641,0.0
2019-05-18 07:45:00,2.32283,61.592,2.38781128291,0.0
2019-05-18 08:00:00,2.32283,61.826,2.38781128291,0.0
2019-05-18 08:15:00,2.32283,62.042,2.39331575641,0.0
2019-05-18 08:30:00,2.32283,62.222,2.38781128291,0.0
2019-05-18 08:45:00,2.32283,62.384,2.38231946936,0.0
2019-05-18 09:00:00,2.32283,62.546,2.38231946936,0.0
2019-05-18 09:15:00,2.32283,62.654,2.38231946936,0.0
2019-05-18 09:30:00,2.32283,62.834,2.37684028662,0.0
2019-05-18 09:45:00,2.32283,62.96,2.37684028662,0.0
2019-05-18 10:00:00,2.32283,63.122,2.37684028662,0.0
2019-05-18 10:15:00,2.32283,63.302,2.38231946936,0.0
2019-05-18 10:30:00,2.44094,63.428,2.38231946936,0.0
2019-05-18 10:45:00,2.3622,63.68,2.27509743077,0.0
2019-05-18 11:00:00,2.3622,63.86,2.29086765277,0.0
2019-05-18 11:15:00,2.3622,64.022,2.33883723866,0.0
2019-05-18 11:30:00,2.3622,64.31,2.36047823318,0.0
2019-05-18 11:45:00,2.3622,64.562,2.36591969749,0.0
2019-05-18 12:00:00,2.3622,64.652,2.37137370566,0.0
2019-05-18 12:15:00,2.3622,64.76,2.37137370566,0.0
2019-05-18 12:30:00,2.3622,64.76,2.37137370566,0.0
2019-05-18 12:45:00,2.32283,64.76,2.37137370566,0.0
2019-05-18 13:00:00,2.32283,64.778,2.37684028662,0.0
2019-05-18 13:15:00,2.3622,65.048,2.38231946936,0.0
2019-05-18 13:30:00,2.3622,65.39,2.38231946936,0.0
2019-05-18 13:45:00,2.3622,65.624,2.38231946936,0.0
2019-05-18 14:00:00,2.3622,65.66,2.37684028662,0.0
2019-05-18 14:15:00,2.3622,65.804,2.37684028662,0.0
2019-05-18 14:30:00,2.3622,65.984,2.37684028662,0.0
2019-05-18 14:45:00,2.3622,65.948,2.37137370566,0.0
2019-05-18 15:00:00,2.3622,65.858,2.37684028662,0.0
2019-05-18 15:15:00,2.3622,66.02,2.37684028662,0.0
2019-05-18 15:30:00,2.3622,66.182,2.37137370566,0.0
2019-05-18 15:45:00,2.32283,66.038,2.37137370566,0.0
2019-05-18 16:00:00,2.3622,65.912,2.37137370566,0.0
2019-05-18 16:15:00,2.3622,65.84,2.37684028662,0.0
2019-05-18 16:30:00,2.3622,65.84,2.37684028662,0.0
2019-05-18 05:30:00,2.28346,60.8,2.39331575641,0.0
2019-05-18 05:45:00,2.28346,60.8,2.38781128291,0.0
2019-05-18 06:00:00,2.32283,60.8,2.38781128291,0.0
2019-05-18 06:15:00,2.32283,60.728,2.39331575641,0.0
2019-05-18 06:30:00,2.28346,60.638,2.39331575641,0.0
2019-05-18 06:45:00,2.28346,60.8,2.38781128291,0.0
2019-05-18 07:00:00,2.28346,60.89,2.39883291902,0.0
2019-05-18 07:15:00,2.32283,61.106,2.39331575641,0.0
2019-05-18 07:30:00,2.28346,61.322,2.39331575641,0.0
2019-05-18 07:45:00,2.32283,61.592,2.38781128291,0.0
2019-05-18 08:00:00,2.32283,61.826,2.38781128291,0.0
2019-05-18 08:15:00,2.32283,62.042,2.39331575641,0.0
2019-05-18 08:30:00,2.32283,62.222,2.38781128291,0.0
2019-05-18 08:45:00,2.32283,62.384,2.38231946936,0.0
2019-05-18 09:00:00,2.32283,62.546,2.38231946936,0.0
2019-05-18 09:15:00,2.32283,62.654,2.38231946936,0.0
2019-05-18 09:30:00,2.32283,62.834,2.37684028662,0.0
2019-05-18 09:45:00,2.32283,62.96,2.37684028662,0.0
2019-05-18 10:00:00,2.32283,63.122,2.37684028662,0.0
2019-05-18 10:15:00,2.32283,63.302,2.38231946936,0.0
2019-05-18 10:30:00,2.44094,63.428,2.38231946936,0.0
2019-05-18 10:45:00,2.3622,63.68,2.27509743077,0.0
2019-05-18 11:00:00,2.3622,63.86,2.29086765277,0.0
2019-05-18 11:15:00,2.3622,64.022,2.33883723866,0.0
2019-05-18 11:30:00,2.3622,64.31,2.36047823318,0.0
2019-05-18 11:45:00,2.3622,64.562,2.36591969749,0.0
2019-05-18 12:00:00,2.3622,64.652,2.37137370566,0.0
2019-05-18 12:15:00,2.3622,64.76,2.37137370566,0.0
2019-05-18 12:30:00,2.3622,64.76,2.37137370566,0.0
2019-05-18 12:45:00,2.32283,64.76,2.37137370566,0.0
2019-05-18 13:00:00,2.32283,64.778,2.37684028662,0.0
2019-05-18 13:15:00,2.3622,65.048,2.38231946936,0.0
2019-05-18 13:30:00,2.3622,65.39,2.38231946936,0.0
2019-05-18 13:45:00,2.3622,65.624,2.38231946936,0.0
2019-05-18 14:00:00,2.3622,65.66,2.37684028662,0.0
2019-05-18 14:15:00,2.3622,65.804,2.37684028662,0.0
2019-05-18 14:30:00,2.3622,65.984,2.37684028662,0.0
2019-05-18 14:45:00,2.3622,65.948,2.37137370566,0.0
2019-05-18 15:00:00,2.3622,65.858,2.37684028662,0.0
2019-05-18 15:15:00,2.3622,66.02,2.37684028662,0.0
2019-05-18 15:30:00,2.3622,66.182,2.37137370566,0.0
2019-05-18 15:45:00,2.32283,66.038,2.37137370566,0.0
2019-05-18 16:00:00,2.3622,65.912,2.37137370566,0.0
2019-05-18 16:15:00,2.3622,65.84,2.37684028662,0.0
2019-05-18 16:30:00,2.3622,65.84,2.37684028662,0.0
2019-05-18 16:45:00,2.3622,65.93,2.37684028662,0.0
2019-05-18 17:00:00,2.3622,65.966,2.37684028662,0.0
2019-05-18 16:45:00,2.3622,65.93,2.37684028662,0.0
2019-05-18 17:00:00,2.3622,65.966,2.37684028662,0.0
2019-05-18 17:15:00,2.3622,65.84,2.37684028662,0.0
2019-05-18 17:30:00,2.3622,65.876,2.3550492839,0.0
2019-05-18 17:45:00,2.3622,66.038,2.36047823318,0.0
2019-05-18 18:00:00,2.3622,65.894,2.36591969749,0.0
2019-05-18 18:15:00,2.3622,65.498,2.3550492839,0.0
2019-05-18 18:30:00,2.32283,65.048,2.36047823318,0.0
2019-05-18 18:45:00,2.32283,64.778,2.36591969749,0.0
2019-05-18 19:00:00,2.32283,64.58,2.36591969749,0.0
2019-05-18 19:15:00,2.32283,64.472,2.37137370566,0.0
2019-05-18 19:30:00,2.32283,64.4,2.37137370566,0.0
2019-05-18 19:45:00,2.32283,64.4,2.37684028662,0.0
2019-05-18 20:00:00,2.32283,64.22,2.37684028662,0.0
2019-05-18 20:15:00,2.32283,64.22,2.38231946936,0.0
2019-05-18 20:30:00,2.32283,64.22,2.38231946936,0.0
2019-05-18 20:45:00,2.32283,64.166,2.38781128291,0.0
2019-05-18 21:00:00,2.3622,64.04,2.39331575641,0.0
2019-05-18 21:15:00,2.3622,64.04,2.36047823318,0.0
2019-05-18 21:30:00,2.3622,64.04,2.31206479018,0.0
2019-05-18 21:45:00,2.3622,64.04,2.3550492839,0.0
2019-05-18 22:00:00,2.32283,64.04,2.38781128291,0.0
2019-05-18 22:15:00,2.32283,64.04,2.40436280001,0.0
2019-05-18 22:30:00,2.3622,64.04,2.40990542869,0.0
2019-05-18 22:45:00,2.32283,64.04,2.41546083444,0.0
2019-05-18 23:00:00,2.3622,63.95,2.41546083444,0.0
2019-05-18 23:15:00,2.3622,63.86,2.40990542869,0.0
2019-05-18 23:30:00,2.32283,63.68,2.39883291902,0.0
2019-05-18 23:45:00,2.32283,63.662,2.39883291902,0.0
2019-05-19 00:00:00,2.28346,63.554,2.40436280001,0.0
2019-05-19 00:15:00,2.32283,63.5,2.40436280001,0.0
2019-05-19 00:30:00,2.32283,63.5,2.40990542869,0.0
2019-05-19 00:45:00,2.3622,63.5,2.40990542869,0.0
2019-05-19 01:00:00,2.32283,63.5,2.40990542869,0.0
2019-05-19 01:15:00,2.32283,63.554,2.41546083444,0.0
2019-05-19 01:30:00,2.3622,63.68,2.39883291902,0.0
2019-05-19 01:45:00,2.3622,63.68,2.38781128291,0.0
2019-05-19 02:00:00,2.32283,63.86,2.38781128291,0.0
2019-05-19 02:15:00,2.51968,63.896,2.38781128291,0.0
2019-05-19 02:30:00,2.40157,64.202,2.05116217883,0.0
2019-05-19 02:45:00,2.59842,64.13,2.18776162395,0.0
2019-05-19 03:00:00,2.63779,64.562,1.99067333899,0.0
2019-05-19 03:15:00,2.44094,64.598,1.71395730751,0.0
2019-05-19 03:30:00,2.3622,64.436,1.98609491736,0.0
2019-05-19 03:45:00,2.32283,64.274,2.20292646305,0.0
2019-05-19 04:00:00,2.3622,64.166,2.31206479018,0.0
2019-05-19 04:15:00,2.3622,64.04,2.34963282085,0.0
2019-05-19 04:30:00,2.3622,63.878,2.3550492839,0.0
2019-05-19 04:45:00,2.48031,63.716,2.36591969749,0.0
2019-05-19 05:00:00,2.67716,64.058,2.25423921215,0.0
2019-05-19 05:15:00,2.40157,64.094,1.91425592502,0.0
2019-05-19 05:30:00,2.32283,63.752,2.19280493535,0.0
2019-05-19 05:45:00,2.32283,63.626,2.33883723866,0.0
2019-05-19 06:00:00,2.32283,63.5,2.36591969749,0.0
2019-05-19 06:15:00,2.28346,63.5,2.37137370566,0.0
2019-05-19 06:30:00,2.32283,63.5,2.37684028662,0.0
2019-05-19 06:45:00,2.32283,63.5,2.37684028662,0.0
2019-05-19 07:00:00,2.32283,63.608,2.37137370566,0.0
2019-05-19 07:15:00,2.3622,63.68,2.37137370566,0.0
2019-05-19 07:30:00,2.32283,63.68,2.37137370566,0.0
2019-05-19 07:45:00,2.32283,63.68,2.37137370566,0.0
2019-05-19 08:00:00,2.32283,63.68,2.37137370566,0.0
2019-05-19 08:15:00,2.32283,63.59,2.37137370566,0.0
2019-05-19 08:30:00,2.32283,63.5,2.38231946936,0.0
2019-05-19 08:45:00,2.32283,63.5,2.37684028662,0.0
2019-05-19 09:00:00,2.3622,63.5,2.37684028662,0.0
2019-05-19 09:15:00,2.32283,63.464,2.37137370566,0.0
2019-05-19 09:30:00,2.32283,63.338,2.37137370566,0.0
2019-05-19 09:45:00,2.3622,63.5,2.37137370566,0.0
2019-05-19 10:00:00,4.76377,64.85,0.753355563734,0.0
2019-05-19 10:15:00,6.18109,65.984,0.214783047413,0.0
2019-05-19 10:30:00,4.92125,66.182,0.132129563419,0.0
2019-05-19 10:45:00,7.0866,65.678,0.120226443462,0.0
2019-05-19 11:00:00,6.96849,65.75,0.0868960429286,0.0
2019-05-19 11:15:00,7.44093,65.948,0.0712853030127,0.0
2019-05-19 11:30:00,7.16534,66.326,0.0862978547767,0.0
2019-05-19 11:45:00,5.39369,66.362,0.122743923116,0.0
